ResearcherName,FieldOfResearch,TopicName,Percentage
Andhika Estiyono,Engineering,Electric Car,100.0
Andhika Estiyono,Engineering,Engineering,50.0
Andhika Estiyono,Engineering,Ergonomics,50.0
Andhika Estiyono,Engineering,Internal Combustion Engine,50.0
Andhika Estiyono,Engineering,Lithium Ion Battery,25.0
Andhika Estiyono,Engineering,Front Wheel,25.0
Andhika Estiyono,Engineering,Passenger Cars,25.0
Andhika Estiyono,Engineering,Design Result,25.0
Andhika Estiyono,Engineering,Wheelbase,25.0
Andhika Estiyono,Engineering,Headlamp,25.0
Andhika Estiyono,Engineering,Part Design,25.0
Andhika Estiyono,Engineering,Energy Crisis,25.0
Andhika Estiyono,Engineering,Electrical Technology,25.0
Andhika Estiyono,Engineering,Fuel Energy,25.0
Andhika Estiyono,Engineering,Body Part,25.0
Andhika Estiyono,Engineering,Electric Motor,25.0
Andhika Estiyono,Engineering,Scale Model,25.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Pollution,100.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Filter,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Conditioning System,91.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Frame,60.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Engineering,55.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Ergonomics,50.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Apartment Building,44.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Coefficient of Performance,43.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Airflow Pattern,41.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Road,40.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Unit,37.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Prototype,35.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Static Loading,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Bicycle Frame,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Simulation,34.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Comfort,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Alternative,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Thermal Simulation,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Operational Cost,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Method,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pressure Drop,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Construction,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Drive System,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Cooling Load,30.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computational Fluid Dynamics,24.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Engineering,20.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Simulation,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Velocity,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Effective Solution,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Minimum Standard,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Design Process,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Technological Development,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Exhaust Gas,15.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Pipe Diameter,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Input Value,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Measurement,11.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Engineering Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Patent Right,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Problem Statement,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Manufacturing,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Finite Element Analysis,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Construction Engineering,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Computer Aided Design,10.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Building Industry,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Energy Conservation,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Flow Pattern,9.0
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Air Flow,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,dataFT KBD.xlsx,
Bambang Iskandriawan, Prof., Dr., Ir., M.Eng.,Engineering,Product design techniques,
Ari Dwi Krisbianto, S.T., M.Ds.,Engineering,Frame,100.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,The density of a building,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Community,16.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Region,13.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Urban area,12.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Qualitative method,12.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Social economy,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Sustainable development,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,A literature review,9.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Social system,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Home computer,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Household,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Qualitative research,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Commerce,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Scientific method,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Epidemi Covid-,198.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Statistik SPSS,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Energy demand,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Lack of energy,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Trade route,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Urban morphology,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Urban growth,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Infrastructure development,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Regional Geography,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Urban sociology,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Interest,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Stakeholders,7.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Group,7.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Company,7.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,dataFT SPG.xlsx,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Architecture,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu sosial,Urban structure,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Environmental impact assessment,47.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Indonesia,44.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Water transportation,35.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,City view,35.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,A literature review,26.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Open space,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Area,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Community participation,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Landscape design,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Transportation mode,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Energy consumption,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Spatial analysis,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Harbor,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Policy analysis,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Energy utilization,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Urban structure,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Cultural identity,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Morphology,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Sustainable urban development,14.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Spatial planning,14.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Vegetation,13.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Land use,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Landscape function,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Need,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Stakeholders,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Good,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Business,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Road,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Household,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Questionnaire Survey,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Energy demand,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Ethnic group,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Land transportation,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Satellite mapping,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Traffic congestion,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Transportation mode,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Service area,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Multiple regression,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Environmental problems,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Transportation network,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Inland waters,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Economic development,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Urban morphology,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Environment that was built,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Urban growth,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Dry season,8.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Environmental value,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Inheritance conservation,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Development project,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,dataFT SPG.xlsx,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,Architecture,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Ilmu Bumi dan Planet,A historic building,
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Urban,38.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Cultural traditions,35.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Tradition,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Local,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Case study,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Architecture,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Urban design,23.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Spatial,22.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Spacing syntax,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Taman,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Urban Heritage,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,A literature review,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Religion,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Uniformity,17.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Conception,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Bali,11.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Popular,9.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Community,7.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Cultural sustainability,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Division,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Initiative,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Local culture,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Local tradition,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Revitalization,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,A sense of place,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Essence,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Basic confidence,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Local customs,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Mandala,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Semiotics,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Urban space,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Contemporary period,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Wisdom,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Belief,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Symbolic,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Cultural context,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Localism,5.0
"Bambang Soemardiono, Prof., Dr.-Ing., Ir.,",Seni dan Humaniora,Arrangement,5.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Case study,100.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Urban village,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Qualitative research methods,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Housing design,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Smart City,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,slums,25.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Sustainable livelihood,25.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Urban sociology,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Community,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Participant observation,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Project Architect,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Interdisciplinary research,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Research project,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Participatory development,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Community initiative,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Social needs,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Cultural needs,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Anthropologist,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Urban environment,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Information Technology,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Indonesia,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Environmental problems,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Community leader,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Natural capital,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Social capital,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu sosial,Human Resources,
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Environmental impact assessment,75.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Urban Renewal,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Environmental management,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Waste management,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Coastal area,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Urban housing,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Garbage accumulation,25.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Waste treatment,25.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Indonesia,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Environmental quality,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Environmental problems,12.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Ilmu Bumi dan Planet,Environmental function,
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Local,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Initiative,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Urban development,33.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Project Architect,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Research project,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Environment that was built,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Cultural needs,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Anthropologist,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Social needs,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Participant observation,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Interdisciplinary research,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Indonesia,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Urban,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",Seni dan Humaniora,Urban environment,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Local,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Environmental impact assessment,75.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Case study,100.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Management process,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Coastal area,100.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,China,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Case study,100.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Environmental impact assessment,47.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban,38.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Air quality,82.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Engineering,
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Initiative,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban Renewal,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban village,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Production waste,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Building code,100.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban village,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Transport,44.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Indonesia,44.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Cultural traditions,35.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Special material 2.,543.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban development,33.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Environmental management,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Qualitative research methods,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Main type,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Environmental management,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Case study,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Indonesia,39.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Water transportation,35.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Tradition,23.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Air pollution,35.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Project Architect,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Waste management,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Housing design,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Waste treatment,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Waste management,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Multicultural society,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Cultural traditions,35.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,City view,35.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Local,23.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Air in the room,30.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Research project,16.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Coastal area,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Smart City,50.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban housing,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Urban housing,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,A literature review,66.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Open space,27.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,A literature review,26.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Case study,23.0
"Adinda Sih Pinasti Retno Utami, S.T., M.T.",,Around the air,30.0
